3Ltr,Company,Country,Telephony,FriendlyName
MXX,MERCHANT EXPRESS AVIATION,NIGERIA,MERCHANT,Merchant Express Aviation
MXY,BREEZE AIRWAYS,UNITED STATES,MOXY,Breeze Airways
MYA,MYFLUG H.F.,ICELAND,MYFLUG,Myflug
MYD,MAYA ISLAND AIR,BELIZE,MYLAND,Maya Island Air
MYF,"MYFLIGHT, S.A. DE C.V.",MEXICO,MY FLIGHT,Myflight
MYI,"MAYAIR, S.A. DE C.V.",MEXICO,MAYAIR,Mayair
MYJ,MY JET,ROMANIA,MY JET,MyJet
MYK,"BEIJING MYKYLIN GENERAL AVIATION CO., LTD.",CHINA,MYLIN,Beijing Mykylin General Aviation
MYM,MYAIRLINE SDN. BHD.,MALAYSIA,MYAIR,Myairline
MYO,"DOMINGUEZ TOLEDO, S.A. (GRUPO MAYORAL)",SPAIN,MAYORAL,Dominguez Toledo
MYP,MANN YADANARPON AIRLINES CO. LTD,MYANMAR,MANN ROYAL,Mann Yadanarpon Airlines
MYS,"AERO YAQUI MAYO, S. A. DE C.V.",MEXICO,AERO YAQUI,Aero Yaqui Mayo
MYU,MY INDO AIRLINES,INDONESIA,INDO,My Indo Airlines
MYW,MYWAY AIRLINES CO LTD,GEORGIA,MY SKY,MyWay Airlines
MYX,SMARTLYNX AIRLINES ESTONIA,ESTONIA,TALLINN CAT,SmartLynx Airlines Estonia
MZH,MERSAL AIR CARGO,UNITED ARAB EMIRATES,MERSAL,Mersal Air Cargo
MZI,"ZORTE AIR, LLC",MONGOLIA,ZORTE,Zorte Air
MZN,"AVIATION SPECIALTIES UNLIMITED, INC.",UNITED STATES,AMAZON,Aviation Specialties Unlimited
MZS,MAHFOOZ AVIATION,GAMBIA,MAHFOOZ,Mahfooz Aviation
MZT,"FIRST MANDARIN BUSINESS AVIATION CO., LTD",CHINA,ZHONG TAI,First Mandarin Business Aviation
MZY,MERMOZ-ACADEMY,FRANCE,MERMOZ,Mermoz-Academy
NAA,NORWEGIAN AIR ARGENTINA,ARGENTINA,NORUEGA,Norwegian Air Argentina
NAB,NIGER AIR CARGO,NIGER,NIGER CARGO,Niger Air Cargo
NAC,"NORTHERN AIR CARGO, INC. (ANCHORAGE, AK)",UNITED STATES,YUKON,Northern Air Cargo
NAD,TINADAR AVIATION,SERBIA,TINADAR,Tinadar Aviation
NAE,NATIONAL AIRWAYS,ETHIOPIA,NATIONAL,National Airways
NAF,ROYAL NETHERLANDS AIR FORCE (KONINKLIJKE LUCHTMACHT),NETHERLANDS,NETHERLANDS AIR FORCE,Royal Netherlands Air Force
NAG,NAEW&C FORCE E-3A FLEET,GERMANY,NATO,NAEW&C Force E3A Fleet
NAI,NOVAIR,ARMENIA,NOVAIR,Novair
NAK,ENAC,FRANCE,ENACSCHOOL,ENAC Ecole Aviation Civile
NAL,NORTHWAY AVIATION LTD,CANADA,NORTHWAY,Northway Aviation
NAM,GOVERNMENT AIR TRANSPORT SERVICES (GATS),NAMIBIA,NAM,Government Air Transport Services
NAN,NORWEGIAN AIR NORWAY AS,NORWAY,NORSHIP,Norwegian Air Norway
NAO,"NORTH AMERICAN AIRLINES, INC. (JAMAICA, NY)",UNITED STATES,NORTH AMERICAN,North American Airlines
NAT,"NORTH ATLANTIC AIR, INC. (DANVERS, MA)",UNITED STATES,MASS AIR,North Atlantic Air
NAV,NAV FLIGHT PLANNING,CZECHIA,NAV DISPATCH,Nav Flight Planning
NAW,NASS LLC,RUSSIAN FEDERATION,,Nass
NAX,NORWEGIAN AIR SHUTTLE AS,NORWAY,NOR SHUTTLE,Norwegian Air Shuttle As
NAY,NAYSA SERVICIOS AEREOS S.L.,SPAIN,NAYSA,Navegacion Y Servicios Aereos Canarios
NBK,ALBARKA AIR PLC,NIGERIA,AL-AIR,Albarka Air
NBR,HAUGHEY AIR LTD,UNITED KINGDOM,NORBROOK,Haughey Air
NBT,NORSE ATLANTIC AIRWAYS AS,NORWAY,LONGSHIP,Norse
NCA,"NIPPON CARGO AIRLINES CO., LTD.",JAPAN,NIPPON CARGO,Nippon Cargo Airlines
NCB,NORTH CARIBOU FLYING SERVICE LTD.,CANADA,NORTH CARIBOU,North Cariboo Air
NCC,"T3 AVIATION, INC.",UNITED STATES,STARFLEET,T3 Aviation
NCG,NEDERLANDSE KUSTWACHT,NETHERLANDS,NETHERLANDS COASTGUARD,Dutch Coast Guard
NCH,CHANCHANGI AIRLINES (NIGERIA) LIMITED,NIGERIA,CHANCHANGI,Chanchangi Airlines
NCJ,"NORTH CENTRAL AVIATION, LLC (ST. PAUL, MN)",UNITED STATES,NORTH CENTRAL,North Central Aviation
NCL,ACA-ANCARGO AIR SOCIEDADE DE TRANSPORTE DE CARGA LDA,ANGOLA,ANCARGO AIR,Air Sociedade De Transporte De Carga
NCN,NICON AIRWAYS LIMITED,NIGERIA,NICON AIRWAYS,Nicon Airways Limited
NCO,NATALCO AIR LINES,SAO TOME AND PRINCIPE,NATALCO,Natalco Air Lines
NCP,CAPITAL AIRLINES LIMITED,NIGERIA,CAPITAL SHUTTLE,Capital Airlines Limited
NCR,"NATIONAL AIR CARGO GROUP, INC. (YPSILANTI, MI)",UNITED STATES,NATIONAL CARGO,National Cargo
NCT,NOKSCOOT AIRLINES CO. LTD.,THAILAND,BIG BIRD,NokScoot
NDA,NORDICA,ESTONIA,NORDICA AIR,Nordica
NDD,NORDEND SRL,ITALY,NORDEND,Nordend
NDF,NAMIBIAN DEFENCE FORCE,NAMIBIA,NAMIBIAN AIRFORCE,Namibian Defence Force
NDG,MEDIMPACT HOLDINGS INC,UNITED STATES,SANDOG,Medimpact Holdings
NDJ,MAIBA AIRWAYS,CHAD,BASSAMAT,Maiba Airways
NDL,CHRONO AVIATION INC. D/B/A CHRONO AVIATION,CANADA,NEEDLE,Chrono Aviation
NDT,"ND AEROTAXIS, S.A. DE C.V.",MEXICO,ND AEROTAXIS,ND Aerotaxis
NDU,"UNIVERSITY OF NORTH DAKOTA (GRAND FORKS, ND)",UNITED STATES,SIOUX,University of North Dakota
NDY,NORMANDIE AVIATION,FRANCE,NORMANDIE,Normandie Aviation
NEA,"NEW ENGLAND AIRLINES, INC. (WESTERLY, RI)",UNITED STATES,NEW ENGLAND,New England Airlines
NEC,NECON AIR LTD,NEPAL,NECON AIR,Necon Air
NEG,LINEA AEREA DE FUMIG. AGUAS NEGRAS S.A.,CHILE,AGUAS NEGRAS,Linea Aerea de Fumig Aguas Negras
NEJ,NETJETS BUSINESS AVIATION LIMITED,CHINA,NET BUSINESS,Netjets Business Aviation
NEL,NELLA AIRLINES LTDA,BRAZIL,NELLA,Nella Airlines
NEN,NORTH-EAST AIRLINES LTD,NIGERIA,NORTHEAST SWAN,North-East Airlines
NEO,"AERONAUTICA DEL PRINCIPADO, S.L.",SPAIN,,Aeronautica Del Principado
NEP,MY JET XPRESS AIRLINES SDN BHD,MALAYSIA,WARISAN,My Jet Xpress Airlines Sdn Bhd
NES,NORTH EAST WEST SOUTH AIRLINES AB,SWEDEN,NEWS,North East West South Airlines
NET,NETWORK AVIATION SERVICES (NIG) LTD,NIGERIA,NETWORK,Network Aviation Services
NEW,NORTHEASTERN AVIATION CORPORATION,UNITED STATES,NORTHEASTERN,Northeastern Aviation
NEX,NORTHERN EXECUTIVE AVIATION LTD.,UNITED KINGDOM,NEATAX,Northern Executive Aviation
NFA,NORTH FLYING A/S,DENMARK,NORTH FLYING,North Flying
NFE,NORDICFLITE OY LTD,FINLAND,NORDIC BLUE,Nordicflite Oy
NFL,"NORTHAIRE FREIGHT LINES LTD. (DAVISBURG, MI)",UNITED STATES,GREAT LAKES,Northaire Freight Lines
NFX,"NETFLIX, INC.",UNITED STATES,SUNSET,Netflix
NGC,"ANGOSERVICE, LDA.",ANGOLA,ANGOSERVICE,Angoservice
NGF,"AIR CHARITY NETWORK (VIRGINIA BEACH, VA)",UNITED STATES,ANGEL FLIGHT,Air Charity Network
NGL,MAX AIR LIMITED,NIGERIA,MAXAIR NIGERIA,Max Air
NGN,LEAV,GERMANY,YODA,LEAV Aviation
NGO,"AIR-ANGOL SOCIEDAD AERONAUTICA, LDA",ANGOLA,AIR ANGOL,Air-Angol
NGP,AIR NIGERIA PLC,NIGERIA,REGAL EAGLE,Air Nigeria
NGR,NIGERIAN AIR FORCE,NIGERIA,NIGERIAN AIRFORCE,Nigerian Air Force
NGV,ANGOAVIA,ANGOLA,ANGOAVIA,Angoavia
NGX,NIGERIAN GLOBAL,NIGERIA,AIR GLOBAL,Nigerian Global
NHC,"NORTHERN HELICOPTER GMBH, EMDEN",GERMANY,NORTHERN,Northern Helicopter
NHD,NHV A/S,DENMARK,NEMO,NHV
NHE,NORD HELIKOPTER,NORWAY,NORD,Nord Helikopter
NHG,NHT LINHAS AEREAS LTDA.,BRAZIL,HELGA,NHT Linhas Aereas
NHK,"UNITED STATES GOVERNMENT, FEDERAL AVIATION ADMINISTRATION",UNITED STATES,NIGHTHAWK,Federal Aviation Administration
NHL,NORTHUMBRIA HELICOPTERS LIMITED,UNITED KINGDOM,NORTHUMBRIA,Northumbria Helicopters
NHN,"MONGOLYN ALT MAK CO., LTD",MONGOLIA,,Mongolyn Alt Mak
NHS,HELISYS JAPAN INC.,JAPAN,,Helisys Japan
NHT,NEW HEIGHTS 291 (PTY) LTD,SOUTH AFRICA,NEWHEIGHTS,New Heights 291
NHV,NHV AVIATION,GHANA,,NHV Aviation
NHX,NOORDZEE HELIKOPTERS VLAANDEREN,BELGIUM,EVO,Noordzee Helikopters Vlaanderen
NHZ,NHV HELICOPTERS LTD,UNITED KINGDOM,GOLD,NHV Helicopters
NIA,NILE AIR,EGYPT,NILE BIRD,Nile Air
NIG,AERO CONTRACTORS COMPANY OF NIGERIA LTD.,NIGERIA,AEROLINE,Aero Contractors
NIM,AIRNIMBUS,PORTUGAL,NIMJET,Airnimbus
NIN,NIGER AIRLINES,NIGER,NIGER AIRLINES,Niger Airlines
NIT,"MIDDLE GEORGIA STATE UNIVERSITY (MACON, GA)",UNITED STATES,NIGHTTRAIN,Middle Georgia State University
NJA,"NEW JAPAN AVIATION CO., LTD",JAPAN,SHIN NIHON,New Japan Aviation
NJC,"NASHVILLE JET CHARTERS, INC. (NASHVILLE, TN)",UNITED STATES,NASHVILLE JET,Nashville Jet Charters
NJE,"NETJETS, TRANSPORTES AEREOS S.A.",PORTUGAL,FRACTION,NetJets Europe
NJJ,NASJET PRIVATE AVIATION CO. LTD,SAUDI ARABIA,,Nasjet Private Aviation
NJM,NORTHERN JET MANAGEMENT,UNITED STATES,NORTHERN JET,Northern Jet Management
NJS,NATIONAL JET SYSTEMS GROUP,AUSTRALIA,NATIONAL JET,National Jet Systems Group
NJT,"NETJET INTERNATIONAL (EAST GRANBY, CT)",UNITED STATES,NETJET,Netjet International
NJU,NETJETS AIR TRANSPORT UK LIMITED,UNITED KINGDOM,ARTISAN,Netjets Air Transport Uk Limited
NJZ,"CORPORATE AIR TRAVEL, LLC",UNITED STATES,NEOJET,Neojets
NKA,ANKA AVIATION CARGO,EGYPT,ANKA CARGO,Anka Aviation Cargo
NKP,ABAKAN AIR,RUSSIAN FEDERATION,ABAKAN AIR,Abakan Air
NKS,"SPIRIT AIRLINES, INC. (EASTPOINTE, MI)",UNITED STATES,SPIRIT WINGS,Spirit Airlines
NKT,"NORTH COUNTRY AVIATION, INC. (GAYLORD, MI)",UNITED STATES,NORTH COUNTRY,North Country Aviation
NKY,"AEROMONKY, S.A. DE C.V.",MEXICO,AEROMON,Aeromonky
NKZ,AEROKUZBASS LTD,RUSSIAN FEDERATION,NOVOKUZNETSK,Aerokuzbass
NLA,"PENINSULA AIRWAYS, INC. (ANCHORAGE, AK)",UNITED STATES,PENINSULA,Peninsula Airways
NLE,FAA-WJH TECHNICAL CENTER AIR SHUTTLE PROGRAM,UNITED STATES,NELLIE,FAA Technical Center Air Shuttle Program
NLF,WESTAIR AVIATION INC.,CANADA,NORTHERN LIFE,Westair Aviation
NLI,NORTHERN AIR CHARTER (P.R.) INC.,CANADA,NORTH LINK,Northern Air
NLJ,"NEW LOONG JET CO., LTD.",CHINA,NEW DRAGON,New Loong Jet
NLM,NO LIMITS AIR,SPAIN,,No Limits Air
NLW,NILE WINGS AVIATION SERVICES,SUDAN,NILE WINGS,Nile Wings Aviation Services
NMA,NESMA AIRLINES,EGYPT,NESMA,Nesma Airlines
NMB,AIR NAMIBIA (PTY) LTD,NAMIBIA,NAMIBIA,Air Namibia
NMD,NOMAD AVIATION (PTY) LTD T/A BAY AIR AVIATION,NAMIBIA,NOMAD AIR,Nomad Aviation
NME,NAMASTE AIR PVT. LTD,NEPAL,NAMASTE AIR,Namaste Air
NMG,"GENGHIS KHAN AIRLINES CO., LTD.",CHINA,TIANJIAO AIR,Genghis Khan Airlines
NMI,"PACIFIC WINGS (PAIA, HI)",UNITED STATES,TSUNAMI,Pacific Wings
NML,GAMBIA NEW MILLENNIUM AIR,GAMBIA,NEWMILL,Gambia New Millennium Air
NMR,NAMIBIA RESCUE SERVICES,NAMIBIA,E-MED,Namibia Rescue Services
NOA,"NATIONAL OCEANIC & ATMOSPHERIC ADMINISTRATION (TAMPA, FL)",UNITED STATES,NOAA,National Oceanic & Atmospheric Administration
NOF,FONNAFLY SJO AS,NORWAY,FONNA,Fonnafly
NOH,"32 (TR) SQUADRON, RAF NORTHOLT",UNITED KINGDOM,NORTHOLT,32 Squadron RAF Northolt
NOJ,NOVAJET (2106701 ONTARIO INC.),CANADA,NOVAJET,Novajet
NOK,"NOK AIRLINES PUBLIC CO., LTD",THAILAND,NOK AIR,Nok Air
NOL,NATIONAL OVERSEAS AIRLINES COMPANY,EGYPT,NAT AIRLINE,National Overseas Airlines Company
NOR,BRISTOW NORWAY AS,NORWAY,NORSKE,Norsk Helikopter
NOS,NEOS S.P.A.,ITALY,MOONFLOWER,Neos
NOT,LINEA AEREA COSTA NORTE S.A.,CHILE,COSTA NORTE,Linea Aerea Costa Norte
NOU,NORDIC UNMANNED AS,NORWAY,NORDUN,Nordic Unmanned
NOV,NOVA AIRWAYS,SUDAN,NOVANILE,Nova Airways
NOW,ROYAL NORWEGIAN AIR FORCE,NORWAY,NORWEGIAN,Royal Norwegian Air Force
NOZ,NORWEGIAN AIR SHUTTLE AOC AS,NORWAY,NORDIC,Norwegian Air Shuttle
NPG,SUPERNOVA AIRLINES LLC,UKRAINE,NOVA,Supernova Airlines
NPL,AIR NEPAL INTERNATIONAL,NEPAL,AIR NEPAL,Air Nepal International
NPR,AIR NAPIER LIMITED,NEW ZEALAND,AIR NAPIER,Air Napier Limited
NPT,WEST ATLANTIC UK LIMITED,UNITED KINGDOM,NEPTUNE,West Atlantic UK
NQN,GRUPO LASA SRL,ARGENTINA,LASA,Grupo Lasa
NRA,NOAR LINHAS AEREAS,BRAZIL,AIRNOAR,Noar Linhas Aereas
NRD,AVIA GROUP NORD LLC,RUSSIAN FEDERATION,,Avia Group Nord
NRG,NATIONALE REGIONALE TRANSPORT,GABON,,Nationale Regionale Transport
NRK,NATURELINK CHARTER (PTY) LTD,SOUTH AFRICA,NATURELINK,Naturelink Charter
NRL,NOLINOR AVIATION,CANADA,NOLINOR,Nolinor Aviation
NRN,ROYAL NETHERLANDS NAVY (KONINKLIJKE MARINE),NETHERLANDS,NETHERLANDS NAVY,Royal Netherlands Navy
NRR,NATUREAIR,COSTA RICA,NATUREAIR,Natureair
NRT,"NORESTAIR, S.L.",SPAIN,NORESTAIR,Norestair
NRW,"POLIZEIFLIEGERSTAFFEL NORDRHEIN-WESTFALEN, DUESSELDORF",GERMANY,HUMMEL,Polizeifliegerstaffel Nordrhein-Westfalen
NRX,NORSE AIR CHARTER,SOUTH AFRICA,NORSE AIR,Norse Air Charter
NSA,NILE SAFARIS AVIATION,SUDAN,NILE SAFARIS,Nile Safaris Aviation
NSC,SOCIETE DE TRANSPORT AERIEN DE MAURITANIE,MAURITANIA,TRANS-SOCIETE,Societe De Transport Aerien De Mauritanie
NSE,"SATENA, SERVICIOS DE AERONAVEGACION A TERRITORIOS NAC",COLOMBIA,SATENA,SATENA
NSF,NORTHAMPTONSHIRE SCHOOL OF FLYING LTD,UNITED KINGDOM,NORTON,Northamptonshire School of Flying
NSH,STERLING AVIATION LLC,UNITED STATES,NORTH-SHORE,Sterling Aviation
NSI,"NORTHERN SKIES AVIATION, INC. (LAUREL, MT)",UNITED STATES,NORTHERN SKIES,Northern Skies Aviation
NSJ,"NANSHAN JET CO., LTD",CHINA,NANSHAN,Nanshan Jet
NSK,AIR INTERSALONIKA,GREECE,INTERSALONIKA,Air Intersalonika
NSL,NERIC LIMITED,UNITED KINGDOM,NERICAIR,Neric
NSM,"GLOBAL JET CORPORATION (SCOTTSDALE, AZ",UNITED STATES,THUNDERCLOUD,Global Jet Corporation
NSO,AEROLINEAS SOSA S.A.,HONDURAS,SOSA,Aerolineas Sosa
NSP,SAMARITAN'S PURSE,UNITED STATES,SAM PURSE,Samaritan's Purse
NSR,NINE STAR AIRWAYS CO. LTD.,THAILAND,AIR STAR,Nine Star Airways
NSS,NESMA AIRLINES SAUDI ARABIA,SAUDI ARABIA,NESMA CONNECT,Nesma Airlines Saudi Arabia
NST,PAKISTAN AVIATORS & AVIATION (PVT) LTD,PAKISTAN,NISHAT,Pakistan Aviators & Aviation
NSY,"SHANDONG NANSHAN INTERNATIONAL FLIGHT CO., LTD",CHINA,QUNYING,Nanshan Flying
NSZ,NORWEGIAN AIR SWEDEN AOC AB,SWEDEN,REDNOSE,Norwegian Air Sweden
NTA,NORTHERN THUNDERBIRD AIR LTD.,CANADA,THUNDERBIRD,Northern Thunderbird Air
NTC,"GIBSON AVIATION (EAU CLAIRE, WI)",UNITED STATES,NIGHT CHASE,Gibson Aviation
NTF,OK AVIATION WINGS,CZECHIA,NETFLIGHT,OK Aviation Wings
NTG,"SERVICIOS INTEGRALES DE AVIACION, S.A. DE C.V.",MEXICO,INTEGRALES,Servicios Integrales De Aviacion
NTH,"HOKKAIDO AIR SYSTEM CO., LTD",JAPAN,NORTH AIR,Hokkaido Air System
NTK,NATIONAL AIR TRAFFIC CONTROLLERS ASSOCIATION (NATCA),UNITED STATES,NATCA,National Air Traffic Controllers Association
NTN,NATIONAL AIRWAYS CORPORATION (PTY.) LTD.,SOUTH AFRICA,NATCHAIR,National Airways Corporation
NTR,NATIREVA,FRANCE,NATIREVA,Air Moana
NTS,"CIRRUS AIR, INC. (DALLAS, TX)",UNITED STATES,NITE STAR,Cirrus Air
NTW,"MAXAIR, LLC",UNITED STATES,NORTHWOODS,Maxair
NTX,AK-AIR GEORGIA,GEORGIA,TIFLIS,AK Air Georgia
NUA,PRIVATE AIRLINE SERVICES LTD,NIGERIA,UNITED NIGERIA,Private Airline Services
NUB,NOMAD AVIATION (EUROPE) LTD,MALTA,VALLETTA,Nomad Aviation
NUK,STRAIT AIR (2000) LTD,CANADA,NANUCK,Strait Air
NUL,"AEROSERVICIOS DE NUEVO LEON, S.A. DE C.V.",MEXICO,SERVICIOS NUEVOLEON,Aeroservicios De Nuevo Leon
NUM,NOMAD AVIATION AG,SWITZERLAND,NOMADJET,Nomad Aviation AG
NUR,NAWRS AIR,LIBYA,,Nawrs Air
NUS,"NORTHERN ILLINOIS FLIGHT CENTER, INC. (LAKE IN THE HILLS, IL)",UNITED STATES,ENJET,Northern Illinois Flight Center
NVA,AEROCLUB DE ALBACETE,SPAIN,,Aeroclub de Albacete
NVC,NAV CANADA,CANADA,NAV CAN,Nav Canada
NVD,AVION EXPRESS,LITHUANIA,NORDVIND,Avion Express
NVJ,FLY INTERNATIONAL AIRWAYS,TUNISIA,NOUVINTER,Fly International Airways
NVK,NIZHNEVARTOVSKAVIA,RUSSIAN FEDERATION,VARTOVSKAVIA,Nizhnevartovskavia
NVM,"NAVIERA MEXICANA, S.A. DE C.V.",MEXICO,NAVIERA,Naviera Mexicana
NVO,"ENVUELO, S.L.",SPAIN,ENVUELO,Envuelo
NVP,"NAVEGACAO AEREA DE PORTUGAL, NAV, EP",PORTUGAL,,Navegacao Aerea De Portugal
NVQ,NOVO AIR,BANGLADESH,NOVO AIR,NOVOAIR
NVR,NOVA AIRLINES AB,SWEDEN,NAVIGATOR,Novair
NVS,NOUVELLE AIR AFFAIRES GABON,GABON,NOUVELLE AFFAIRES,Nouvelle Air Affaires Gabon
NVT,"NATIVE AMERICAN AIR AMBULANCE, INC. (MESA, AZ)",UNITED STATES,NATIVE,Native American Air Ambulance
NVY,ROYAL NAVY,UNITED KINGDOM,NAVY,Royal Navy
NWA,NIGER AIRWAYS,NIGER,SOLEIL NIGER,Niger Airways
NWB,NIGERIA AIR,NIGERIA,NIGERIA AIR,Nigeria Air
NWC,AIRCOMPANY NORTH-WEST LLC,RUSSIAN FEDERATION,WEST WAY,North-West Air Company
NWD,"NEW WORLD JET CORPORATION (RONKONKOMA, NY)",UNITED STATES,NEW WORLD,New World Jet Corporation
NWE,"NORTHWEST AERO ASSOCIATES, INC. (ELKO, NV)",UNITED STATES,,Northwest Aero Associates
NWF,"NORTHWEST FLYERS, INC. (SCHAUMBURG, IL)",UNITED STATES,SECOND CITY,Northwest Flyers
NWG,AIRWING AS,NORWAY,NORWING,Airwing
NWH,NORTHERN WINGS SA,GREECE,NORTHERN WINGS,Northern Wings
NWK,NETWORK AVIATION AUSTRALIA,AUSTRALIA,NETLINK,Network Aviation Australia
NWL,NORTH WRIGHT AIR LTD,CANADA,NORTHWRIGHT,North-Wright Airways
NWO,NORTHWOOD HEADQUARTERS (RAF),UNITED KINGDOM,,RAF Northwood
NWS,NORD WIND LLC,RUSSIAN FEDERATION,NORDLAND,Nordwind Airlines
NWY,NEW WAY CARGO AIRLINES LLC,KYRGYZSTAN,NEW WAY CARGO,New Way Cargo Airlines
NXA,NXT AIR LTD,BANGLADESH,NEXT AIR,Air Next
NXC,"NEXGEN AVIATION, LLC",UNITED STATES,NEXCON,Nexgen Aviation
NXS,NEXUS AVIATION LIMITED,NIGERIA,NEXUS AVIATION,Nexus Aviation
NXT,NEXTNET,UNITED STATES,NEXTNET,Nextnet
NXU,NEXUS FLIGHT OPERATIONS SERVICES,SAUDI ARABIA,NEXUS,Nexus Flight Operations Services
NYB,FORCE NAVALE BELGE,BELGIUM,BELGIAN NAVY,Belgian Navy
NYL,MID AIRLINERS,SUDAN,NILE,Mid Airlines
NYS,NYASA EXPRESS,MALAWI,NYASA,Nyasa Express
NYT,YETI AIRLINES (DOMESTIC),NEPAL,YETI AIRLINES,Yeti Airlines
NYX,NYXAIR OU,ESTONIA,NYX AIR,Nyxair
NZM,MOUNT COOK AIRLINE LTD,NEW ZEALAND,MOUNTCOOK,Mount Cook Airlines
OAC,ORIENTAL AIRLINES LIMITED,NIGERIA,ORIENTAL AIR,Oriental Airlines
OAD,ORSCOM TOURIST INSTALLATIONS COMPANY,EGYPT,ORSCOM,Orscom Tourist Installations Company
OAE,"OMNI AIR INTERNATIONAL, INC. (TULSA, OK)",UNITED STATES,OMNI-EXPRESS,Omni Air International
OAL,OLYMPIC AIR,GREECE,OLYMPIC,Olympic Air
OAN,NATO NORTH ATLANTIC TREATY ORGANISATION,BELGIUM,OTAN,North Atlantic Treaty Organisation
OAO,ARKHANGELSK 2 AVIATION DIVISION,RUSSIAN FEDERATION,DVINA,Arkhangelsk Airlines
OAR,"GRUPO ONE AIR AVIACION, S.L.",SPAIN,BOSS AIR,ONE AIR
OAS,OASIS FLIGHT LTD,UNITED KINGDOM,ORCHID,Oasis Flight
OAV,"OMNI - AVIACAO E TECNOLOGIA, LDA",PORTUGAL,OMNI,Omni - Aviacao e Tecnologia
OAW,HELVETIC AIRWAYS AG,SWITZERLAND,HELVETIC,Helvetic Airways
OAZ,ODESSA AIRCRAFT PLANT,UKRAINE,,Odessa Aircraft Plant
OBC,OLYMPIC BROADCASTING SERVICES,UNITED KINGDOM,OLYCAM,Olympic Broadcasting Services
OBJ,"COMUNICACION GLOBAL OBJETIVO, S.L.",SPAIN,OBJETIVO,Comunicacion Global Objetivo
OBK,AMAKO AIRLINES LIMITED,NIGERIA,AMAKO AIR,Amako Airlines
OBS,ORBEST,PORTUGAL,ORBEST,Orbest
OBT,VIRGIN ORBIT,UNITED STATES,COSMIC GIRL,Virgin Orbit
OCA,"AEROSERVICIOS CARABOBO, C.A. (ASERCA)",VENEZUELA,AROSCA,Aserca Airlines
OCC,GERMAN FORCES OPERATIONS CONTROL,GERMANY,,German Forces Operations Control
OCE,HELICOCEAN,FRANCE,HELIOCEAN,Heliocean
OCJ,OVERSTAR S.R.L.,SAN MARINO,OVERSTAR,Overstar
OCL,OCL BARBADOS LTD,BARBADOS,SOCA,OCL Barbados
OCN,EW DISCOVER GMBH,GERMANY,OCEAN,Discover Airlines
OCO,OSTEND AIR COLLEGE,BELGIUM,AIR COLLEGE,Ostend Air College
ODM,PAN AFRICAN AIRWAYS LTD,KENYA,JETAFRICA,Pan African Airways
OEA,ORIENT THAI AIRLINES,THAILAND,ORIENT THAI,Orient Thai Airlines
OED,ORION AIR CHARTER,SOUTH AFRICA,ORION CHARTER,Orion Air Charter
OES,ART AVIATION FLUGBETRIEBS GMBH,AUSTRIA,ART AUSTRIA,ART Aviation
OEW,ONE AIRWAYS,SPAIN,DREAMER,One Airways
OEY,RIMBUN AIR,INDONESIA,RIMBUN AIR,Rimbun Air
OFK,OFEK,ISRAEL,,Ofek
OFL,OPEN FLIGHT,FRANCE,OPEN FLIGHT,Open Flight
OFT,"BUFFALO RIVER AIRCRAFT SERVICES, LLC",UNITED STATES,OUTFITTER,Buffalo River Aircraft Services
OFY,"SERVICIOS AEREOS SOFFLY, S.A. DE C.V.",MEXICO,AEROSOF,Servicios Aereos Soffly
OGA,OASIS AIR,NIGER,OASIS AIR,Oasis Air
OGJ,BAKOJI AIRLINES SERVICES LTD,NIGERIA,BAKO AIR,Bakoji Airlines Services
OHS,ODENGENE AIR SHUTTLE SERVICES LIMITED,NIGERIA,ODENGENE,Odengene Air Shuttle Services Limited
OHY,ONUR HAVA TASIMACILIK AWMS,TURKEY,ONUR AIR,Onur Air
OIX,ORION-X,RUSSIAN FEDERATION,ORIONIX,Orion X
OJO,ONEJETONE AIRWAYS,KENYA,OHJOH,Onejetone Airways
OJT,ORYXJET LTD,UNITED KINGDOM,ORYSTAR,Oryxjet
OKA,OKAY AIRWAYS COMPANY LIMITED,CHINA,OKAYJET,Okay Airways
OKC,"PRIVATE JETS, INC.",UNITED STATES,THUNDER WINGS,Private Jets
OKJ,OKADA AIRLINES LIMITED,NIGERIA,OKADA AIR,Okada Airlines
OKL,"OKLAHOMA DEPARTMENT OF PUBLIC SAFETY, TROOP O (BETHANY, OK)",UNITED STATES,OKLAHOMA,Oklahoma Department of Public Safety
OKS,SLOK AIR INTERNATIONAL (GAMBIA) LIMITED,GAMBIA,SLOK GAMBIA,Slok Air Gambia
OKT,"SOKO AVIATION, S.L.",SPAIN,SOKO AIR,Soko Aviation
OKW,OK-TRANS LLC,RUSSIAN FEDERATION,,OK Trans
OLA,OVERLAND AIRWAYS LIMITED,NIGERIA,OVERLAND,Overland Airways
OLC,SOLAR CARGO C.A.,VENEZUELA,SOLARCARGO,Solar Cargo
OLD,"BEIJING ORENDA TRIBE GENERAL AVIATION CO., LTD.",CHINA,AIR ORENDA,Beijing Orenda Tribe General Aviation
OLE,"OPERADORA DE LINEAS EJECUTIVAS, S.A. DE C.V.",MEXICO,OPERADORA,Operadora de Lineas Ejecutivas
OLL,"OPERADORA LLAMINMEX, S.A. DE C.V.",MEXICO,MINMEX,Operadora Llaminmex
OLO,AERONAVES DOMINICANAS S.R.L,DOMINICAN REPUBLIC,VOLODO,Volo
OLR,COLAEREOS,ECUADOR,COLAEREOS,Colaereos
